Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2016-05-19,21.484434127807617,21.58478660949253,21.340749043622374,21.58478660949253,121768400
2016-05-20,21.717073440551758,21.7649684781644,21.557421575120426,21.58479091378016,128104000
2016-05-23,21.9930362701416,22.166371896965245,21.819700643317958,21.865316197774433,152074400
2016-05-24,22.32830047607422,22.371633072451875,22.086542417088452,22.173211089954307,140560800
2016-05-25,22.720590591430664,22.747958186847455,22.376200515305563,22.503920600732343,152675200
2016-05-26,22.900772094726562,22.97375526188401,22.497082591968223,22.73427832024391,225324800
2016-05-27,22.8870849609375,22.914454299236763,22.636205450056355,22.679539800682896,145364800
2016-05-31,22.77533531188965,22.898494753554903,22.53813954350356,22.716035934779065,169228800
2016-06-01,22.456024169921875,22.70234295366386,22.426375363381943,22.583744247393028,116693200
2016-06-02,22.287256240844727,22.31462384103916,22.03865618539083,22.259886900594328,160766400
2016-06-03,22.332868576049805,22.41269363804458,22.225674175632886,22.303219764467702,114019600
2016-06-06,22.494794845581055,23.23831184135101,22.248477815495967,22.34882855365824,93170000
2016-06-07,22.586027145385742,22.77760901594213,22.570062134510685,22.63620339100898,89638000
2016-06-08,22.56549835205078,22.7069022175243,22.506199002628257,22.583742833364646,83392400
2016-06-09,22.727436065673828,22.8049799182945,22.456029101389614,22.465152214648974,106405600
2016-06-10,22.540414810180664,22.6590117930549,22.46058975054841,22.47199233617828,126851600
2016-06-13,22.200590133666992,22.606560898012255,22.14585318681107,22.508489592364967,152082000
2016-06-14,22.227951049804688,22.46058603084139,22.0660197442094,22.19602103123973,127727600
2016-06-15,22.15497398376465,22.444627183192612,22.129885856568336,22.310063433680035,117780800
2016-06-16,22.24848175048828,22.294095572260883,21.910933553181433,21.997600510571683,125307200
2016-06-17,21.74216079711914,22.043216551506706,21.73531889771012,22.036374652097685,244032800
2016-06-20,21.689701080322266,22.024968036960924,21.673736070008786,21.894966741535285,137647600
2016-06-21,21.874441146850586,21.97479189497669,21.59391111854967,21.65321047429848,142185600
2016-06-22,21.792335510253906,22.097951929355492,21.74671995064911,21.9519856187315,116876400
2016-06-23,21.91777229309082,21.96110663556737,21.72391096841788,21.881281588943867,128960800
2016-06-24,21.301979064941406,21.58935099951601,21.13092463198961,21.190223989295156,301245600
2016-06-27,20.991796493530273,21.222150242888006,20.868637114865408,21.210745920027136,181958400
2016-06-28,21.34531593322754,21.361282687277768,21.014611326180614,21.187947006729193,161779600
2016-06-29,21.53005027770996,21.564261510143265,21.354433429911598,21.431979006097457,146124000
2016-06-30,21.803741455078125,21.842513381675214,21.50724810220776,21.539178128823707,143345600
2016-07-01,21.86988639831543,22.002168953709315,21.742166270379947,21.77865698976598,104106000
2016-07-05,21.664615631103516,21.75812623165836,21.543737432381075,21.755845018459116,110820800
2016-07-06,21.787776947021484,21.81742750103527,21.52321361463193,21.575669342407725,123796400
2016-07-07,21.88128089904785,22.009000969618565,21.808297752999522,21.82654223447001,100558400
2016-07-08,22.050060272216797,22.097955312091806,21.906375152591764,22.00672591897257,115648400
2016-07-11,22.118478775024414,22.27128698049106,22.061460632084117,22.066021317894865,95179600
2016-07-12,22.218826293945312,22.282686326347747,22.15040557639501,22.16180815929237,96670000
2016-07-13,22.093387603759766,22.27584459195397,22.08654396590471,22.216546984319933,103568800
2016-07-14,22.531291961669922,22.576905784835496,22.196024967229924,22.211989979343457,155676000
2016-07-15,22.529008865356445,22.6476075797629,22.465148822240202,22.560938886914567,120548000
2016-07-18,22.76848602294922,22.836906752747325,22.48795598461548,22.51076289454818,145975600
2016-07-19,22.777610778808594,22.80725958985531,22.656730841335474,22.706907090842087,95119600
2016-07-20,22.798139572143555,22.912175885573678,22.74796331582533,22.80726268602469,105104000
2016-07-21,22.677257537841797,23.035331432084845,22.60883506528855,22.76848692122754,130808000
2016-07-22,22.50164222717285,22.647608543379352,22.421815429825386,22.63848543110948,113254800
2016-07-25,22.200590133666992,22.542699096614815,22.104800041655082,22.408137073082298,161531600
2016-07-26,22.047773361206055,22.344268377208238,21.990755222748366,22.081984592291768,224959200
2016-07-27,23.480073928833008,23.799375923029686,23.434460103971716,23.781129697062816,369379200
2016-07-28,23.797090530395508,23.82217865167987,23.450420998188395,23.452702211047583,159479200
2016-07-29,23.767440795898438,23.844986369584415,23.646562619912405,23.76288011041362,110934800
2016-08-01,24.187101364135742,24.209908277480622,23.813062417100653,23.813062417100653,152671600
2016-08-02,23.829030990600586,24.191665665114336,23.719555354110724,24.187104977786355,135266400
2016-08-03,24.127790451049805,24.13919303223757,23.8951555221139,23.90427863109718,120810400
2016-08-04,24.276845932006836,24.306655351209045,24.141553261359228,24.21034638195723,109634800
2016-08-05,24.64603614807129,24.68501810644561,24.347934908719594,24.368571798629993,162213600
2016-08-08,24.85011863708496,24.85011863708496,24.572656054840465,24.655205358693667,112148800
2016-08-09,24.951013565063477,24.98082473744984,24.76756813648853,24.818016197928273,105260800
2016-08-10,24.765275955200195,24.971653604723272,24.710242498488057,24.928084503856724,96034000
2016-08-11,24.749225616455078,24.978533737890043,24.73088054686457,24.884516568350286,109938000
2016-08-12,24.806554794311523,24.86617540090095,24.714831187900618,24.714831187900618,74641600
2016-08-15,25.10465431213379,25.118412239809015,24.78362258701534,24.797380514690566,103472800
2016-08-16,25.081724166870117,25.276637488902303,25.0427422022566,25.13905120288375,135177600
2016-08-17,25.045034408569336,25.079430978199323,24.843242133130595,25.017516802968906,101424000
2016-08-18,25.012924194335938,25.132163618574985,24.999164520764037,25.04732075404314,87938800
2016-08-19,25.077138900756836,25.152811008553797,24.84783075554105,24.94184618534872,101472400
2016-08-22,24.88222312927246,25.017514072372965,24.730878939212225,24.962480616661068,103280800
2016-08-23,24.960186004638672,25.06796109012888,24.886807483589457,24.90056540957308,85030800
2016-08-24,24.772159576416016,24.937261727077985,24.691902072478214,24.895986189412493,94700400
2016-08-25,24.666667938232422,24.737752876981034,24.4625839048405,24.625392417463175,100344800
2016-08-26,24.522212982177734,24.75381294329641,24.377747734717087,24.629988087590515,111065200
2016-08-29,24.49469566345215,24.636867341334742,24.37316262808455,24.448834734835717,99881200
2016-08-30,24.30666160583496,24.421315670013428,24.192007541656494,24.260800679956446,99455600
2016-08-31,24.32958221435547,24.437357270947324,24.22410072797321,24.2286878683924,118649600
2016-09-01,24.474056243896484,24.490107742203424,24.219524092542073,24.338763544324756,106806000
2016-09-02,24.703365325927734,24.765277750531908,24.494694090315328,24.69648461254312,107210000
2016-09-06,24.69648551940918,24.83407180043899,24.652918163266495,24.742348196246528,107521600
2016-09-07,24.847824096679688,24.939547680081855,24.552016458685664,24.7262910922016,169457200
2016-09-08,24.19658851623535,24.597877667585927,24.132382531936354,24.593292275628226,212008000
2016-09-09,23.648544311523438,24.24245321502954,23.648544311523438,23.99480004099266,186228000
2016-09-12,24.17824935913086,24.2424553544774,23.510961872888974,23.538479477815557,181171200
2016-09-13,24.753808975219727,24.946428691129242,24.59100043231589,24.652914599726156,248704800
2016-09-14,25.629762649536133,25.918691312499448,24.902856475162793,24.932667644437544,443554800
2016-09-15,26.50113868713379,26.537828825155824,26.024177389739744,26.10902202180415,359934400
2016-09-16,26.352081298828125,26.629543835841528,26.15029083994973,26.397943959583415,319547600
2016-09-19,26.044818878173828,26.64101969037964,25.969146772338952,26.414005122357274,188092000
2016-09-20,26.042524337768555,26.168644509466525,25.799458279022133,25.923284879557723,138057200
2016-09-21,26.03793716430664,26.138831545283097,25.78340501663684,26.10672854913394,144012800
2016-09-22,26.28329849243164,26.356677024057987,26.141126822007134,26.22138431761686,124296000
2016-09-23,25.845319747924805,26.322281089744948,25.579323220417336,26.23743644977777,209924800
2016-09-26,25.88430404663086,26.00125169616866,25.579325528437412,25.599962422747524,119477600
2016-09-27,25.93245506286621,25.953093703883834,25.760473968808707,25.911818171330747,98429600
2016-09-28,26.129655838012695,26.287878978023162,26.010416402434487,26.070036994964525,118564400
2016-09-29,25.723787307739258,26.095267125689546,25.63665084403934,25.94851005552006,143548000
2016-09-30,25.923280715942383,25.99665923601324,25.63664559855904,25.787988030806847,145516400
2016-10-03,25.801748275756836,25.92328304601615,25.746714818127575,25.84531737734946,86807200
2016-10-04,25.911813735961914,26.212206768995948,25.82696911426963,25.925571661297255,118947200
2016-10-05,25.923280715942383,26.06315879318401,25.840729662177427,26.003538198913336,85812400
2016-10-06,26.11589813232422,26.219086072644973,25.941623494722037,26.072329035553203,115117200
2016-10-07,26.15488052368164,26.269534570163824,26.028762122240384,26.21220754692273,97433600
2016-10-10,26.6112060546875,26.771721027005228,26.306225857801827,26.375017239017144,144944000
2016-10-11,26.668535232543945,27.216581503017665,26.645603020806266,26.989565203085945,256164000
2016-10-12,26.907012939453125,27.05377174020459,26.771721993541217,26.909306510421036,150347200
2016-10-13,26.824466705322266,26.929948238676864,26.535537962100907,26.780897599345405,140769600
2016-10-14,26.9735164642334,27.097343072460703,26.858862391743187,27.030843500478504,142608800
2016-10-17,26.955169677734375,27.021667491687403,26.778601449083403,26.904721612405524,94499600
2016-10-18,26.93682289123535,27.10651039603755,26.932235749507687,27.099631432928025,98214000
2016-10-19,26.8565673828125,27.00332443822551,26.09526450180172,26.886376808308796,80138400
2016-10-20,26.84280776977539,26.916186297655965,26.675413823117566,26.796946845905822,96503200
2016-10-21,26.737327575683594,26.80841428554529,26.663949044151856,26.785482072987342,92770800
2016-10-24,26.978105545043945,26.9987424398233,26.829054890201892,26.85198535645088,94154800
2016-10-25,27.11568260192871,27.14090663267976,26.90013242986774,27.046889472701864,192516000
2016-10-26,26.505727767944336,26.530951803973917,25.98290547475357,26.21221362085354,264536800
2016-10-27,26.251195907592773,26.567640502186865,26.16405769714522,26.459865399464192,138248000
2016-10-28,26.076915740966797,26.41858429821849,26.015001578224215,26.111312303659133,151446800
2016-10-31,26.035642623901367,26.193865777232485,25.95767695795487,26.06086665557682,105677600
2016-11-01,25.565561294555664,26.088383517719134,25.345425713722733,26.01729856178367,175303200
2016-11-02,25.588489532470703,25.762764174874157,25.50594022762899,25.544922183981285,113326800
2016-11-03,25.314212799072266,25.689903381308593,25.249677166144714,25.57927137013682,107730400
2016-11-04,25.086034774780273,25.411020093508455,24.91778138611206,25.01458485015112,123348000
2016-11-07,25.44789695739746,25.47094514851172,25.22893474565132,25.37183634410256,130240000
2016-11-08,25.597713470458984,25.749834711261425,25.284253118318585,25.424849383254987,97016800
2016-11-09,25.556222915649414,25.657637063868663,24.90395050891112,25.325737494034183,236705600
2016-11-10,24.84402847290039,25.604629452001266,24.392277172706432,25.604629452001266,228538000
2016-11-11,24.991533279418945,25.09294742335034,24.558221338150155,24.689597952577575,136575600
2016-11-14,24.364612579345703,24.84863159062477,23.988921992562226,24.825583401223696,204702000
2016-11-15,24.687297821044922,24.818674463224404,24.468337336900625,24.56283546132786,129058000
2016-11-16,25.351089477539062,25.406407241431,24.569744086822503,24.592792275878757,235362000
2016-11-17,25.341867446899414,25.434061952845173,25.083724940408022,25.30959963358799,110528000
2016-11-18,25.367229461669922,25.477863257488643,25.275036683362938,25.28886524841608,113715600
2016-11-21,25.752140045166016,25.81206499593885,25.35570479069008,25.381058330811058,117058400
2016-11-22,25.768274307250977,25.911174162463393,25.67607977450669,25.80284571837369,103862000
2016-11-23,25.636892318725586,25.70142795063754,25.429455102962812,25.6668547882664,109705600
2016-11-25,25.76596450805664,25.78440376311213,25.572355846902315,25.61384329154509,45903600
2016-11-28,25.71525764465332,25.92269486955125,25.673770199673733,25.682989827276327,108776000
2016-11-29,25.68990707397461,25.821283705165236,25.36953245127354,25.533176903566115,114115200
2016-11-30,25.47324562072754,25.860461162860155,25.415624270758183,25.722170274626517,144649200
2016-12-01,25.235841751098633,25.570046580521844,25.129818695770368,25.438669994738582,148347600
2016-12-02,25.330350875854492,25.374141914853848,25.08834045408502,25.162095726491955,106112000
2016-12-05,25.148263931274414,25.360310092391664,24.95004633243658,25.353395811251954,137298000
2016-12-06,25.341867446899414,25.4363672990714,25.166699819912807,25.2381497267504,104782000
2016-12-07,25.590801239013672,25.627679757968664,25.159794539130733,25.18284273424532,119994800
2016-12-08,25.842025756835938,25.913475673866735,25.49168693595472,25.551613637138335,108273200
2016-12-09,26.263816833496094,26.43668092434876,25.885820828842085,25.885820828842085,137610400
2016-12-12,26.113998413085938,26.50582291805411,25.927304029820526,26.111693066549183,105497600
2016-12-13,26.549617767333984,26.717871149807934,26.21771817888827,26.23846102393397,174935200
2016-12-14,26.549617767333984,26.782406790124753,26.50121603709637,26.515044600460172,136127200
2016-12-15,26.69482421875,26.904566818149384,26.558838650012337,26.593410060054524,186098000
2016-12-16,26.729394912719727,26.85155190613154,26.655639647350466,26.84463762476321,177404400
2016-12-19,26.883817672729492,27.054376381164765,26.67868580162737,26.690210775337686,111117600
2016-12-20,26.95526885986328,27.08203654281105,26.893038570893403,26.906867133228,85700000
2016-12-21,26.980621337890625,27.05898729112849,26.91608570490892,26.92069639781568,95132800
2016-12-22,26.803152084350586,26.853859162610323,26.653336196346185,26.816980648070746,104343600
2016-12-23,26.856159210205078,26.856159210205078,26.64180770848088,26.64180770848088,56998000
2016-12-27,27.02672004699707,27.15118238115364,26.84924529407479,26.856159575117243,73187600
2016-12-28,26.91148567199707,27.201896116474003,26.782412604875958,27.08665337418372,83623600
2016-12-29,26.904560089111328,26.992143903420146,26.828499489113067,26.840022703423617,60158000
2016-12-30,26.69482421875,27.0128935003889,26.60493503571152,26.886127560483953,122345200
2017-01-03,26.77088165283203,26.812369098411278,26.450507062483908,26.690212108223545,115127600
2017-01-04,26.740915298461914,26.85385441040477,26.67868501426944,26.70173320254576,84472400
2017-01-05,26.87690544128418,26.934526797301263,26.69251639864383,26.717869935968483,88774400
2017-01-06,27.176530838012695,27.23415218054927,26.8446313422936,26.91608124433053,127007600
2017-01-09,27.42546272277832,27.52687688171069,27.183454059595714,27.185757647960976,134247600
2017-01-10,27.453123092651367,27.51535339269941,27.266430434042743,27.374757122388264,97848400
2017-01-11,27.600631713867188,27.642119163817423,27.335573103544274,27.367840924787302,110354400
2017-01-12,27.485387802124023,27.496912777124887,27.245682741513264,27.404718252510857,108344800
2017-01-13,27.436983108520508,27.570665066846857,27.383970691093122,27.4531170167003,104447600
2017-01-17,27.658248901367188,27.713564906799974,27.247985157351167,27.275642280835505,137759200
2017-01-18,27.655946731567383,27.773494795270068,27.591411091405693,27.658252078277247,94852000
2017-01-19,27.607540130615234,27.67899003983621,27.51304203375497,27.519956314200357,102389200
2017-01-20,27.658248901367188,27.761966631361673,27.59601861506332,27.761966631361673,130391600
2017-01-23,27.67668914794922,27.84494251672294,27.60523747330422,27.658249892656045,88200800
2017-01-24,27.65134048461914,27.681302960902798,27.54301203876091,27.554537014966268,92844000
2017-01-25,28.091564178466797,28.14227125550974,27.72278783424218,27.755055654457816,129510400
2017-01-26,28.105392456054688,28.220635165146643,28.02702649947078,28.043160408405086,105350400
2017-01-27,28.107694625854492,28.199889140168846,28.02702508525347,28.151487415808234,82251600
2017-01-30,28.03394317626953,28.03394317626953,27.810373778636198,27.872604073139428,121510000
2017-01-31,27.969406127929688,27.978625755996777,27.801152751481993,27.923309746058493,196804000
2017-02-01,29.674999237060547,30.076045153038212,29.273955079547164,29.278564014442228,447940000
2017-02-02,29.62428855895996,29.822506146168404,29.451424506752417,29.49752264241954,134841600
2017-02-03,29.75105857849121,29.776412115490093,29.53901241310441,29.573583819499053,98029200
2017-02-06,30.02994155883789,30.078345040834744,29.70956698988467,29.762581164673637,107383600
2017-02-07,30.315746307373047,30.44481757686772,30.066821637521187,30.08756448077676,152735200
2017-02-08,30.43329429626465,30.474783502012862,30.24429807453851,30.2742623055273,92016400
2017-02-09,30.65320587158203,30.66015013053384,30.35227503235655,30.474961650073816,113399600
2017-02-10,30.583751678466797,30.7735707921913,30.567549589247328,30.66245914610958,80262000
2017-02-13,30.854585647583008,30.977275754539786,30.729585498019357,30.805975851931958,92141600
2017-02-14,31.255067825317383,31.271269918955483,30.8453388826695,30.896265803548964,132904800
2017-02-15,31.36849021911621,31.544420850551944,31.16246897875819,31.370807326693743,142492400
2017-02-16,31.331459045410156,31.45877281884063,31.21339957467605,31.405532320923708,90338400
2017-02-17,31.417110443115234,31.4425739068136,31.273591028911895,31.273591028911895,88792800
2017-02-21,31.64396095275879,31.65553589535328,31.477291669492494,31.535162850288387,98028800
2017-02-22,31.738874435424805,31.741188011357252,31.50738968380831,31.581462967593552,83347600
2017-02-23,31.6046085357666,31.824518313308623,31.55136803918152,31.801371960616915,83152800
2017-02-24,31.63470458984375,31.63470458984375,31.315254526691003,31.461091039378427,87106400
2017-02-27,31.69721031188965,31.81526981431298,31.546746612624776,31.745823671507058,81029600
2017-02-28,31.711095809936523,31.81526323652006,31.643963257305327,31.73192858881787,93931600
2017-03-01,32.3592414855957,32.442576110710704,31.852293009336645,31.919422011596236,145658400
2017-03-02,32.16712188720703,32.472679915469456,32.12082211222392,32.4078644691054,104844000
2017-03-03,32.35693359375,32.368508536083255,32.081466214230424,32.125448875790894,84432400
2017-03-06,32.25508117675781,32.35462144660669,32.0837847384983,32.262025436029056,87000000
2017-03-07,32.2967529296875,32.40323393541779,32.12776652100481,32.190268391780286,69785200
2017-03-08,32.17637634277344,32.36156482672111,32.13471078827789,32.164801400243604,74828800
2017-03-09,32.102294921875,32.127758378909846,31.724977281310007,32.11618697021985,88623600
2017-03-10,32.208778381347656,32.25970529375484,32.09303604081785,32.23424183755125,78451200
2017-03-13,32.222660064697266,32.275900541042816,32.1346983064253,32.14164256281058,69686800
2017-03-14,32.1740608215332,32.3268380442881,32.13933599604356,32.245820515831596,61236400
2017-03-15,32.51434326171875,32.5814722721005,32.18331829639664,32.27128361471009,102767200
2017-03-16,32.567588806152344,32.643979194613266,32.468048530699576,32.574533065814535,76928000
2017-03-17,32.40554428100586,32.63934255538655,32.38239439823795,32.63934255538655,175540000
2017-03-20,32.745845794677734,32.755103633772684,32.4611169089685,32.50046890643391,86168000
2017-03-21,32.37081527709961,33.05601145174801,32.345351822213246,32.896286464931364,158119600
2017-03-22,32.73656463623047,32.77823371741696,32.35229920075717,32.373135507438455,103440800
